date,high,low,open,close,volume_match
2020-01-01,965.71,958.22,965.71,960.99,141842010.0
2020-01-02,966.67,959.67,960.26,966.67,128410670.0
2020-01-03,970.88,965.14,968.72,965.14,144668880.0
2020-01-06,965.14,955.59,962.79,955.79,137059570.0
2020-01-07,959.46,953.19,955.79,958.88,126566780.0
2020-01-08,958.88,945.28,954.13,948.98,175534190.0
2020-01-09,960.73,948.98,953.86,960.15,130690470.0
2020-01-10,969.71,960.15,961.17,968.54,160461650.0
2020-01-13,968.63,964.79,966.89,965.84,115808100.0
2020-01-14,968.85,965.76,966.26,967.0,125449000.0
2020-01-15,967.69,964.84,967.69,967.56,109520090.0
2020-01-16,974.7,967.17,967.2,974.31,143788670.0
2020-01-17,980.02,973.79,976.28,978.96,114716080.0
2020-01-20,979.85,975.93,978.23,978.63,98732080.0
2020-01-21,986.37,978.63,978.82,986.37,123872370.0
2020-01-22,991.46,983.92,986.52,991.46,124881140.0
2020-01-23,991.46,983.92,986.52,991.46,124881140.0
2020-01-24,991.46,983.92,986.52,991.46,124881140.0
2020-01-27,991.46,983.92,986.52,991.46,124881140.0
2020-01-28,991.46,983.92,986.52,991.46,124881140.0
2020-01-29,991.46,983.92,986.52,991.46,124881140.0
2020-01-30,991.46,954.0,975.15,959.58,174488050.0
2020-01-31,960.96,936.62,959.58,936.62,203521680.0
2020-02-03,936.62,891.85,916.6,928.14,238589640.0
2020-02-04,934.91,919.33,929.42,929.09,171707930.0
2020-02-05,936.33,921.89,934.75,925.91,158265300.0
2020-02-06,938.54,925.21,926.66,938.54,199011870.0
2020-02-07,943.48,935.94,938.61,940.75,159078180.0
2020-02-10,940.75,926.61,934.38,930.73,124769190.0
2020-02-11,936.04,930.73,930.73,934.67,152383070.0
2020-02-12,943.11,934.67,940.72,937.68,180704710.0
2020-02-13,939.1,934.47,937.19,938.24,148281160.0
2020-02-14,940.65,936.47,939.28,937.45,164026980.0
2020-02-17,938.52,931.66,938.52,934.77,143700760.0
2020-02-18,934.98,926.01,927.93,927.93,154796540.0
2020-02-19,931.66,925.86,926.41,928.76,155110900.0
2020-02-20,938.13,928.76,933.69,938.13,176812010.0
2020-02-21,940.53,932.32,938.13,933.09,170762390.0
2020-02-24,917.49,903.34,917.49,903.34,246597810.0
2020-02-25,909.67,893.95,893.95,909.67,177111460.0
2020-02-26,903.27,894.25,901.51,895.97,124900000.0
2020-02-27,899.34,889.14,892.15,898.44,127837480.0
2020-02-28,898.44,872.46,885.47,882.19,177524420.0
2020-03-02,886.45,877.31,878.43,884.43,167380280.0
2020-03-03,896.39,884.43,895.39,890.61,170679850.0
2020-03-04,890.61,882.83,887.85,889.37,187504950.0
2020-03-05,898.43,889.37,892.71,893.31,203361170.0
2020-03-06,893.31,882.71,888.96,891.44,167947850.0
2020-03-09,891.44,834.67,875.8,835.49,263053320.0
